,FSC-A,FSC-H,SSC-A,PE-A,APC-A,Time
0,178592.95,97424.0,29903.05,11020.101,163.0,49.6
1,262143.0,109556.0,61567.242,9644.75,547.68,49.7
2,184929.92,99967.0,20780.76,11123.9,164.63,49.8
3,243216.97,110260.0,28584.791,16646.06,312.96,49.8
4,210560.0,106528.0,54290.86,11713.83,283.62,49.8
5,262143.0,111665.0,63260.91,21007.39,521.6,49.9
6,255659.05,115319.0,59230.01,11753.62,399.35,50.0
7,213124.8,105158.0,39283.11,12559.8,228.2,50.1
8,208888.95,99703.0,33790.36,16000.7705,329.26,50.5
9,11360.16,10693.0,2636.52,230.09,101.06,51.1
10,169301.44,97967.0,26645.46,10843.64,171.15,51.2
11,184891.84,99320.0,31940.99,16945.35,252.65,51.2
12,223976.48,98636.0,38400.81,15237.84,268.95,51.4
13,15221.92,15218.0,2069.08,529.38,-4.89,51.4
14,168476.0,101320.0,29799.25,12639.38,226.56999,51.5
15,189809.77,95476.0,32423.66,17455.7,180.93,51.6
16,207439.69,106988.0,42647.96,11499.311,397.72,51.8
17,196716.8,93461.0,35869.82,15704.94,278.73,51.9
18,151207.84,81424.0,29892.67,23405.17,182.56,51.9
19,185542.56,88064.0,40161.95,14149.67,299.92,52.0
20,211412.33,97633.0,38629.17,11769.19,273.84,52.0
21,165425.12,71129.0,35835.22,17121.81,316.22,52.1
22,89780.32,65312.0,13549.36,6532.48,110.84,52.1
23,100209.76,67365.0,22614.56,10348.86,273.84,52.1
24,262143.0,115237.0,53982.92,20135.47,475.96,52.1
25,208496.95,103913.0,23925.9,15986.931,211.9,52.2
26,209063.69,105742.0,33612.17,13075.34,324.37,52.2
27,262143.0,109202.0,58012.09,21666.52,503.67,52.3
28,180569.77,95761.0,32863.082,16044.0205,195.6,52.3
29,111233.92,62296.0,20445.14,15791.44,216.79,52.3
30,169572.48,87449.0,46751.52,26399.8,343.93,52.4
31,182183.69,98565.0,25320.281,9636.101,216.79,52.4
32,185250.23,95040.0,27451.64,10193.16,352.08,52.4
33,207159.69,97937.0,48964.19,30537.96,334.15,52.5
34,192351.05,81185.0,45992.05,29769.84,588.43,52.5
35,236789.28,81057.0,42532.05,27904.9,301.55,52.5
36,172828.33,87196.0,35518.63,13090.91,221.68,52.5
37,262143.0,109549.0,41334.89,20353.451,420.54,52.6
38,262143.0,45906.0,262143.0,1520.67,2109.22,52.6
39,152572.0,75226.0,37466.61,11504.5,241.24,52.7
40,164431.69,89201.0,30930.67,16236.05,231.46,52.7
41,262143.0,105556.0,56659.23,35041.15,534.64,52.7
42,236334.56,100934.0,48588.78,20029.94,431.95,52.8
43,162438.08,76192.0,35567.07,15466.2,254.28,52.8
44,93395.68,57456.0,26851.33,539.76,176.04,52.8
45,206256.95,94654.0,34183.07,12526.93,262.43,52.8
46,142141.44,69600.0,84910.13,1468.77,663.41,52.8
47,212283.69,107756.0,26598.75,12473.3,158.11,52.8
48,262143.0,116932.0,38885.21,14808.8,148.33,52.9
49,245773.92,102757.0,39665.44,16556.1,288.51,52.9
50,225535.52,103925.0,54256.26,14421.28,329.26,52.9
51,262143.0,91413.0,63093.1,20273.871,578.65,53.0
52,204795.36,106171.0,54514.03,8762.45,267.32,53.0
53,198287.05,68100.0,39764.05,20562.78,317.85,53.1
54,243636.97,96285.0,55508.78,28237.06,484.11,53.1
55,246580.33,85416.0,94945.86,62100.082,697.64,53.1
56,237535.2,99357.0,50291.1,13615.101,389.57,53.2
57,187648.16,98245.0,28788.93,10836.72,215.16,53.2
58,148871.52,83528.0,22875.791,9637.83,239.61,53.2
59,210445.77,105545.0,64653.562,16523.23,458.03,53.3
60,219695.84,108107.0,25790.84,23799.61,259.17,53.3
61,15159.2,14407.0,780.23,416.93,58.68,53.3
62,214239.2,106886.0,46523.16,11819.36,374.9,53.3
63,195134.23,90010.0,32899.41,23576.44,373.27,53.4
64,246252.16,102529.0,92795.47,35347.36,521.6,53.4
65,228858.56,121188.0,40267.48,14251.74,379.79,53.4
66,258669.6,107446.0,59624.45,22801.4,487.37,53.4
67,245888.16,106365.0,49708.09,19344.86,355.34,53.5
68,181470.23,94328.0,40457.78,20047.24,299.92,53.6
69,210644.0,99327.0,27735.36,10809.04,205.38,53.6
70,151241.44,75252.0,68990.67,25789.11,663.41,53.7
71,156196.33,93744.0,18495.43,8395.69,236.35,53.7
72,152501.44,89022.0,19706.43,11814.17,200.49,53.7
73,262143.0,115291.0,92978.85,27026.06,603.1,53.7
74,233854.88,106129.0,54792.562,25386.02,365.12,53.7
75,209908.16,115711.0,36153.54,11764.0,130.4,53.8
76,246808.8,103238.0,56766.492,25313.36,536.27,53.8
77,262143.0,103349.0,54360.062,43270.76,506.93,53.9
78,194858.72,82296.0,65139.69,32800.8,361.86,53.9
79,262143.0,118174.0,66852.39,23491.67,492.26,53.9
80,136989.44,79763.0,34226.32,10796.93,251.02,54.0
81,175631.69,96244.0,34970.22,10175.86,184.19,54.0
82,180643.69,97356.0,27567.55,11649.82,117.36,54.1
83,186005.12,94071.0,27714.6,13597.8,223.31,54.1
84,228732.0,100875.0,62814.57,15692.83,471.07,54.2
85,235435.2,99268.0,75215.21,18505.81,464.55,54.2
86,222306.56,106444.0,50273.8,30937.59,405.87,54.2
87,42153.44,38797.0,2172.8801,4191.79,4.89,54.3
88,262143.0,115600.0,32188.38,29081.3,430.32,54.3
89,195212.64,99925.0,36317.89,8511.6,339.04,54.3
90,179239.2,87146.0,40874.71,16365.8,280.36,54.3
91,201148.64,107492.0,29228.35,15030.24,293.4,54.4
92,172196.64,89584.0,21848.17,12521.74,211.9,54.4
93,248330.88,109300.0,42774.25,18204.791,430.32,54.5
94,196648.48,98081.0,51054.03,14831.29,353.71,54.5
95,260430.23,95226.0,73040.6,36023.79,467.81,54.5
96,196360.64,105176.0,36840.35,8457.97,198.86,54.5
97,223151.05,100425.0,67044.42,13853.84,511.82,54.6
98,250985.28,110456.0,65477.04,40765.72,510.19,54.6
99,155620.64,79224.0,38207.05,9881.76,259.17,54.6
100,225184.97,113052.0,47526.56,13044.2,298.29,54.7
101,243905.77,97169.0,72227.5,14642.72,505.3,54.7
102,235428.48,96544.0,93508.234,75805.14,950.29,54.7
103,216947.36,108949.0,49836.11,25659.36,394.46,54.8
104,216104.0,97850.0,38328.152,12398.91,176.04,54.9
105,241507.84,103699.0,67354.09,12952.51,428.69,54.9
106,241440.64,104037.0,39729.45,13904.01,319.48,55.0
107,176030.4,87976.0,53635.19,19500.56,444.99,55.1
108,211923.05,101403.0,39123.95,15350.29,280.36,55.2
109,192084.48,86201.0,53033.152,22813.51,562.35,55.2
110,254786.56,107533.0,33712.51,8976.97,277.1,55.2
111,124762.4,60935.0,40274.402,16211.83,389.57,55.2
