,FSC-A,FSC-H,SSC-A,PE-A,APC-A,Time
0,138658.23,89920.0,27830.51,14023.38,97.8,53.1
1,184002.56,90798.0,19125.15,12199.96,32.6,53.2
2,148738.23,94468.0,28020.81,9589.39,99.43,53.2
3,172784.64,93549.0,39215.64,22296.24,171.15,53.2
4,158292.95,87645.0,32624.34,14033.76,94.54,53.2
5,136973.77,78428.0,25508.85,12243.21,154.85,53.2
6,170173.92,93566.0,27640.21,25579.781,296.66,53.2
7,173663.84,96824.0,26200.85,9587.66,163.0,53.3
8,262143.0,101044.0,95741.664,53668.062,650.37,53.3
9,112807.52,61011.0,47287.82,217.98,195.6,53.3
10,164150.56,95976.0,22266.83,17448.78,145.06999,53.4
11,205940.0,89977.0,53382.61,27531.22,363.49,53.4
12,102990.72,52808.0,38582.46,494.78,265.69,53.4
13,262143.0,104236.0,90018.82,35693.36,399.35,53.4
14,214385.92,104605.0,24652.5,12412.75,184.19,53.4
15,262143.0,77830.0,97058.19,46576.79,502.04,53.4
16,148911.84,82016.0,32833.67,10264.09,189.08,53.4
17,145248.33,84194.0,67753.72,38933.652,360.23,53.5
18,177446.08,93774.0,44727.42,14644.45,229.83,53.5
19,180620.16,102129.0,36309.242,9520.19,145.06999,53.5
20,129457.44,78593.0,16153.01,8812.62,-13.04,53.5
21,255162.88,88840.0,106663.15,45900.36,472.7,53.5
22,209013.28,94229.0,92560.19,48414.05,428.69,53.6
23,192660.16,106677.0,24597.14,18741.09,169.52,53.6
24,215370.4,101875.0,43554.48,23081.66,153.22,53.6
25,209610.23,89533.0,42795.01,20900.13,233.09,53.6
26,262143.0,82537.0,67973.43,35298.92,404.24,53.7
27,206377.92,100298.0,30596.781,17974.701,86.39,53.7
28,262143.0,116795.0,262143.0,164728.88,1528.94,53.7
29,262143.0,116186.0,262143.0,185300.3,1882.65,53.8
30,227270.4,103415.0,67046.15,22702.791,272.21,53.8
31,135253.44,77525.0,32383.871,17550.85,118.99,53.9
32,228323.2,102484.0,54012.332,29555.32,239.61,54.1
33,262143.0,96629.0,61859.61,32728.14,479.22,54.2
34,164670.23,86024.0,32594.93,23246.01,254.28,54.2
35,243631.36,104978.0,47893.32,25555.56,280.36,54.3
36,170419.2,89905.0,32769.66,9921.55,143.44,54.3
37,192862.88,82461.0,35044.61,24147.34,278.73,54.4
38,200112.64,92096.0,50176.92,26370.39,267.32,54.4
39,249662.56,115988.0,62970.27,12201.69,472.7,54.5
40,25327.68,17913.0,13106.48,-38.06,73.35,54.5
41,162243.2,91397.0,21714.96,22062.69,156.48,54.6
42,168744.8,98031.0,28335.67,12253.59,138.55,54.6
43,245939.69,94093.0,61522.26,22607.64,280.36,54.6
44,186625.6,103261.0,22903.47,15935.03,74.98,54.7
45,219705.92,112208.0,36262.53,7798.84,174.41,54.7
46,176755.05,96844.0,44066.56,10378.2705,138.55,54.7
47,162656.48,90300.0,31364.9,13782.91,202.12,54.8
48,176459.36,89177.0,42763.87,27590.041,286.88,54.8
49,126050.4,72257.0,44095.97,11409.351,127.14,54.8
50,191219.84,94528.0,37712.27,19367.35,110.84,54.9
51,221425.12,99652.0,39426.7,25474.25,180.93,54.9
52,127895.04,65972.0,41212.06,626.26,228.2,54.9
53,183123.36,91344.0,31712.63,13175.68,257.54,55.0
54,184683.52,76179.0,46730.76,22477.89,223.31,55.0
55,262143.0,109463.0,80000.39,38099.79,412.38998,55.0
56,144559.52,89740.0,31036.201,8944.101,158.11,55.0
57,165399.36,93076.0,37750.332,17140.84,184.19,55.1
58,262143.0,93888.0,61399.43,23982.99,228.2,55.2
59,242887.69,109161.0,64463.26,31330.3,616.14,55.5
60,45044.16,29700.0,23306.56,164.35,102.69,55.7
61,177281.44,86559.0,31421.99,21875.85,135.29,55.8
62,99387.68,62866.0,36470.13,12106.54,231.46,56.1
63,155061.77,86514.0,31245.531,10271.01,174.41,56.3
