,0
0,2.4041028
1,2.3172078
2,-0.2606859
3,7.0095534
4,-0.37654623
5,14.714266
6,4.4606266
7,-0.14482544
8,0.52137214
9,0.08689528
10,3.4468472
11,3.7364995
12,8.863319
13,24.127928
14,2.577895
15,6.690937
16,3.910289
17,0.37654635
18,-0.31861597
19,0.34758142
20,3.2730563
21,-0.23172069
22,-0.28965086
23,-0.20275562
24,10.224686
25,-0.3475811
26,-0.028965019
27,0.08689528
28,8.7764225
29,0.2606862
30,-0.17379043
31,6.082672
32,9.03711
33,3.6206384
34,3.3020213
35,1.390325
36,7.704716
37,4.402695
38,8.6895275
39,2.1434171
40,3.7654634
41,-0.17379043
42,1.4482548
43,3.1571958
44,0.17379078
45,0.37654635
46,7.6178207
47,16.654934
48,4.576487
49,0.75309247
50,6.0537076
51,0.6372323
52,-0.2606859
53,6.8647304
54,10.717088
55,0.49240687
56,3.3599517
57,2.7806506
58,1.1875694
59,6.8068004
60,0.11586039
61,0.057930216
62,22.129337
63,4.3158007
64,16.510109
65,0.8110232
66,0.2606862
67,-0.3475811
68,0.17379078
69,17.408024
70,-0.40551132
71,6.314394
72,0.08689528
73,6.6619744
74,-0.20275562
75,-0.028965019
76,4.19994
77,-0.31861597
78,6.024743
79,0.78205794
80,0.46344167
81,0.028965332
82,28.212013
83,4.518557
84,12.194306
85,6.6619744
86,0.11586039
87,0.6372323
88,-0.23172069
89,2.4909987
90,0.028965332
91,-0.14482544
92,2.433069
93,-0.028965019
94,1.4482548
95,2.1434171
96,0.20275588
97,2.6647897
98,2.5199645
99,12.107412
100,0.028965332
101,11.006741
102,-0.0868951
103,0.31861642
104,4.026149
105,0.6372323
106,0.8689532
107,14.366688
108,7.5309267
109,0.1448254
110,0.20275588
111,0.52137214
112,4.14201
113,-0.2606859
114,14.337727
115,2.3461728
116,2.9254758
117,-0.0868951
118,-0.028965019
119,5.242683
120,9.645379
121,4.2578692
122,8.023334
123,1.5351508
124,0.46344167
125,0.52137214
126,3.910289
127,-0.20275562
128,-0.17379043
129,0.028965332
130,4.895104
131,18.392841
132,15.554265
133,-0.14482544
134,1.7089409
135,24.794134
136,-0.11586034
137,2.3461728
138,1.216534
139,-0.23172069
140,3.1571958
141,0.028965332
142,-0.17379043
143,3.6496031
144,4.4606266
145,13.845318
146,0.34758142
147,6.4012866
148,-0.4344764
149,3.7944286
150,2.635825
151,0.60826725
152,4.6923475
153,44.25867
154,13.874283
155,0.98481315
156,3.2440917
157,-0.20275562
158,2.3461728
159,3.5337424
160,5.8219867
161,52.253033
162,-0.0868951
163,0.11586039
164,0.2606862
165,-0.057929993
166,7.2123094
167,1.6220453
168,-0.028965019
169,1.2454996
170,0.31861642
171,6.6040454
172,3.1571958
173,3.1571958
174,0.37654635
175,6.7778354
176,-0.3475811
177,0.5793023
178,0.1448254
179,7.588857
180,-0.0868951
181,3.9971845
182,0.69516236
183,0.72412795
184,11.006741
185,2.5199645
186,1.5061857
187,4.8371725
188,2.0275576
189,4.1130447
190,4.8082085
191,0.2606862
192,-0.028965019
193,0.37654635
194,0.43447694
195,0.0
196,-0.2606859
197,11.035703
198,6.6330075
199,12.686713
200,0.08689528
201,10.166749
202,0.28965113
203,5.7930193
204,0.37654635
205,-0.4344764
206,2.433069
207,0.1448254
208,2.7227197
209,3.2440917
210,1.7958369
211,0.028965332
212,6.430253
213,-0.028965019
214,0.40551174
215,0.6661976
216,-0.17379043
217,6.893694
218,0.897918
219,8.7764225
220,-0.2606859
221,-0.37654623
222,2.577895
223,-0.37654623
224,0.0
225,0.057930216
226,2.5489292
227,-0.14482544
228,3.1282313
229,0.8689532
230,28.617516
231,0.08689528
232,-0.31861597
233,0.057930216
234,9.703311
235,2.172383
236,0.6372323
237,12.281201
238,45.44624
239,0.28965113
240,1.5930808
241,5.126822
242,-0.14482544
243,3.823393
244,-0.028965019
245,5.4454393
246,3.6206384
247,6.111637
248,9.413661
249,0.52137214
250,6.2854266
251,0.60826725
252,3.2440917
253,-0.2606859
254,-0.3475811
255,11.0646715
256,14.279799
257,-0.23172069
258,4.1130447
259,7.704716
260,-0.20275562
261,3.8523588
262,4.0551147
263,0.46344167
264,36.553967
265,7.096449
266,-0.028965019
267,-0.0868951
268,2.4041028
269,4.2578692
270,-0.057929993
271,9.297796
272,8.6895275
273,3.9971845
274,4.8371725
275,11.296393
276,1.1875694
277,2.0275576
278,6.3723216
279,7.2123094
280,5.010962
281,0.0
282,2.4909987
283,2.8385808
284,3.6496031
285,2.3751388
286,2.3461728
287,2.3461728
288,18.16111
289,0.60826725
290,5.9668117
291,18.42181
292,1.0717087
293,0.057930216
294,0.1448254
295,5.9088826
296,4.518557
297,10.861912
298,-0.028965019
299,0.028965332
300,11.383282
301,0.2606862
302,3.8523588
303,2.114453
304,0.1448254
305,0.2606862
306,1.1296388
307,1.4192901
308,2.8096147
309,16.683899
310,1.0717087
311,0.057930216
312,5.3295794
313,5.09786
314,45.24351
315,8.370913
316,9.587451
317,0.20275588
318,0.40551174
319,0.49240687
320,0.057930216
321,0.17379078
322,3.6496031
323,0.17379078
324,2.1434171
325,8.399884
326,4.43166
327,0.9268829
328,8.660567
329,21.086594
330,5.4744053
331,-0.0868951
332,11.412251
333,0.17379078
334,4.518557
335,0.1448254
336,51.84754
337,16.625967
338,17.002518
339,-0.2606859
340,1.4772203
341,0.057930216
342,-0.0868951
343,2.3751388
344,1.9696275
345,4.2868357
346,0.6661976
347,-0.17379043
348,-0.17379043
349,-0.17379043
350,-0.14482544
351,5.5613
352,7.241277
353,1.1006739
354,0.37654635
355,12.0205145
356,0.550337
357,0.20275588
358,4.895104
359,17.089417
360,2.5199645
361,7.820578
362,10.456403
363,0.08689528
364,0.17379078
365,0.2606862
366,4.7213106
367,8.226088
368,15.814939
369,0.60826725
370,-0.37654623
371,4.518557
372,0.34758142
373,3.3599517
374,-0.28965086
375,1.651011
376,3.0992668
377,7.733681
378,0.2606862
379,2.3751388
380,0.46344167
381,5.532334
382,-0.028965019
383,8.197125
384,-0.20275562
385,16.886656
386,0.17379078
387,-0.57930195
388,7.2992043
389,11.788792
390,2.2303126
391,-0.0868951
392,17.379066
393,0.69516236
394,31.803675
395,7.878508
396,4.2289042
397,1.7089409
398,0.08689528
399,4.2578692
400,3.8523588
401,5.0399265
402,-0.3475811
403,0.1448254
404,2.7516842
405,5.068893
406,0.17379078
407,8.6895275
408,2.3751388
409,3.2151268
410,0.028965332
411,7.4150653
412,0.028965332
413,0.2606862
