,0
0,-1.5240091
1,32.38522
2,2.2860162
3,42.672287
4,7.8105526
5,0.38100258
6,-1.1430062
7,10.668067
8,27.241682
9,76.39097
10,4.000527
11,10.096568
12,16.954617
13,12.192078
14,-3.6195233
15,47.815823
16,1.5240111
17,3.238522
18,10.668067
19,6.4770403
20,23.43165
21,4.5720296
22,-1.9050114
23,10.096568
24,4.7625337
25,22.860151
26,34.671234
27,34.861732
28,9.14406
29,71.43796
30,0.9525055
31,-0.1905007
32,22.66965
33,11.049077
34,11.049077
35,28.194187
36,36.385735
37,2.6670194
38,13.52559
39,37.147743
40,13.52559
41,137.73239
42,86.10654
43,48.006306
44,10.858572
45,0.0
46,18.47862
47,5.3340373
48,-0.3810011
49,7.2390475
50,51.43534
51,9.715565
52,10.096568
53,21.145641
54,25.146162
55,14.287597
56,31.051697
57,18.669127
58,6.4770403
59,13.144588
60,49.91133
61,49.91133
62,12.573084
63,11.620579
64,16.002108
65,5.524535
66,4.5720296
67,9.14406
68,-0.3810011
69,-1.714511
70,40.195766
71,193.93019
72,9.14406
73,2.0955157
74,48.958836
75,-4.1910267
76,37.71924
77,-3.0480192
78,85.15409
79,56.007347
80,16.192612
81,24.38416
82,-0.1905007
83,8.382055
84,15.621104
85,34.861732
86,0.76200485
87,8.001051
88,3.4290247
89,16.764112
90,5.524535
91,-1.714511
92,14.668594
93,3.0480204
94,1.7145131
95,21.336142
96,94.29813
97,14.478094
98,3.238522
99,8.191555
100,43.053288
101,44.00578
102,40.95777
103,16.954617
104,5.1435347
105,0.38100258
106,0.38100258
107,31.432713
108,29.337198
109,-1.1430062
110,10.096568
111,67.056465
112,42.862774
113,11.430071
114,15.240098
115,7.0485454
116,30.099203
117,2.0955157
118,21.336142
119,39.05275
120,1.9050132
121,4.7625337
122,0.19050275
123,5.3340373
124,1.5240111
125,2.0955157
126,97.53659
127,4.3815303
128,2.6670194
129,65.341934
130,44.196285
131,16.192612
132,13.144588
133,6.8580465
134,-1.5240091
135,64.38945
136,12.192078
137,2.4765165
138,10.47757
139,16.383106
140,4.000527
141,13.716086
142,-1.3335081
143,4.3815303
144,95.63162
145,-1.3335081
146,24.38416
147,28.00368
148,43.243782
149,16.764112
150,62.67492
151,20.574137
152,68.77096
153,-2.4765155
154,15.621104
155,14.668594
156,0.0
157,46.6728
158,17.907118
159,24.765163
160,30.289694
161,37.909763
162,28.384687
163,3.6195242
164,23.241152
165,42.862774
166,122.49232
167,2.6670194
168,21.71714
169,2.4765165
170,40.00527
171,80.20101
172,53.911865
173,16.954617
174,2.2860162
175,16.383106
176,27.432177
177,-1.5240091
178,38.481255
179,9.715565
180,7.429548
181,4.3815303
182,4.191028
183,-0.9525058
184,52.768845
185,1.1430086
186,27.432177
187,15.430598
188,67.62794
189,3.0480204
190,7.2390475
191,99.06065
192,12.954088
193,28.956188
194,4.953031
195,6.667545
196,16.002108
197,7.2390475
198,2.8575213
199,20.002628
200,45.148804
201,3.8100266
202,18.288124
203,1.3335099
204,11.620579
205,3.238522
206,4.3815303
207,38.290756
208,-0.76200455
209,4.191028
210,-1.714511
211,0.38100258
212,41.14827
213,0.76200485
214,11.049077
215,21.145641
216,10.47757
217,64.19893
218,13.144588
219,25.908169
220,16.192612
221,79.24853
222,4.5720296
223,18.85963
224,4.953031
225,30.670698
226,95.822105
227,37.147743
228,19.24063
229,5.3340373
230,5.1435347
231,30.670698
232,33.71871
233,11.239573
234,5.524535
235,37.33824
236,43.62478
237,-1.3335081
238,5.3340373
239,3.6195242
240,1.7145131
241,57.34089
242,22.66965
243,57.531372
244,24.193655
245,2.8575213
246,22.66965
247,-0.76200455
248,50.10182
249,103.25168
250,17.907118
251,0.0
252,70.86645
253,8.382055
254,7.2390475
255,8.572559
256,-1.9050114
257,11.620579
258,48.57782
259,0.0
260,-3.0480192
261,16.192612
262,1.9050132
263,6.667545
264,31.432713
265,8.001051
266,20.383638
267,3.238522
268,97.53659
269,50.863827
270,76.01
271,17.907118
272,6.2865415
273,6.096038
274,7.6200504
275,20.574137
276,6.667545
277,4.953031
278,-1.3335081
279,1.5240111
280,17.907118
281,11.811081
282,-3.0480192
283,19.812132
284,5.524535
285,74.29551
286,61.91292
287,56.007347
288,-2.286014
289,26.479671
290,3.238522
291,-0.5715024
292,35.62374
293,2.8575213
294,1.5240111
295,7.429548
296,9.334562
297,4.000527
298,5.524535
299,-1.714511
300,41.14827
301,-1.1430062
302,4.000527
303,8.191555
304,37.147743
305,11.049077
306,89.34511
307,26.098677
308,30.861208
309,4.000527
310,-1.3335081
311,0.76200485
312,11.430071
313,25.527172
314,-1.3335081
315,18.47862
316,2.4765165
317,2.2860162
318,17.71662
319,4.191028
320,1.7145131
321,1.5240111
322,66.484955
323,70.10442
324,8.953562
325,26.098677
326,8.76306
327,10.096568
328,82.67753
329,56.38837
330,105.91873
331,18.47862
332,-0.1905007
333,22.479155
334,25.908169
335,13.906595
336,86.29705
337,12.001578
338,3.6195242
339,35.052235
340,70.675995
341,19.621635
342,26.670177
343,0.0
344,4.5720296
345,53.149845
346,45.910812
347,11.620579
348,4.953031
349,-0.9525058
350,24.765163
351,8.382055
352,7.8105526
353,168.5936
354,72.961975
355,15.049604
356,14.287597
357,0.19050275
358,2.2860162
359,36.00474
360,40.195766
361,9.906067
362,-2.4765155
363,-0.3810011
364,2.0955157
365,54.864353
366,16.764112
367,17.71662
368,8.191555
369,24.955666
370,-1.9050114
371,-2.4765155
372,32.004215
373,68.00894
374,35.62374
375,27.241682
376,120.396805
377,3.8100266
378,58.864872
379,-0.1905007
380,3.8100266
381,51.05432
382,13.716086
383,34.099724
384,29.908709
385,8.191555
386,0.76200485
387,13.144588
388,49.530327
389,28.00368
390,28.194187
391,17.907118
392,44.386803
393,-1.1430062
394,15.240098
395,40.57676
396,4.5720296
397,4.191028
398,0.5715036
399,-0.76200455
400,11.430071
401,9.906067
402,45.910812
403,0.5715036
404,2.8575213
405,31.051697
406,3.238522
407,36.57624
408,7.429548
409,2.4765165
410,1.7145131
411,-0.76200455
412,26.670177
413,27.051178
414,47.434807
415,10.287068
416,16.192612
417,0.76200485
418,4.191028
419,31.051697
420,28.194187
421,99.82264
422,16.573612
423,7.0485454
424,46.6728
425,57.912388
426,19.621635
427,32.004215
428,45.910812
429,-1.714511
430,8.001051
431,4.5720296
432,1.5240111
433,18.097614
434,21.336142
435,20.764635
436,25.71767
