,FSC-A,FSC-H,SSC-A,PE-A,APC-A,Time
0,156812.33,92312.0,25053.86,5454.69,247.76,60.5
1,176440.33,96101.0,29389.24,12625.54,262.43,60.6
2,150827.05,82529.0,34762.62,13635.86,247.76,60.6
3,136122.56,78491.0,19799.85,23299.64,285.25,60.6
4,176936.48,95074.0,28302.8,12414.48,288.51,60.6
5,117768.0,75003.0,14263.851,10269.28,154.85,60.7
6,149029.44,85869.0,21680.36,9688.0,149.96,60.7
7,192551.52,102881.0,20071.46,16915.94,361.86,60.7
8,240452.8,109176.0,69649.8,30489.52,811.74,60.7
9,123156.32,64580.0,56403.19,33203.89,519.97,60.8
10,236747.84,110972.0,33767.87,20957.22,462.92,60.8
11,213795.69,108521.0,46021.46,23751.17,433.58,60.8
12,190300.33,84594.0,60889.082,31823.35,885.09,60.9
13,201695.2,95897.0,44561.34,12705.12,417.28,61.0
14,136914.4,83516.0,27378.98,15236.11,237.98,61.0
15,147855.69,91515.0,20192.56,13184.33,264.06,61.0
16,37853.76,18862.0,15208.43,150.51,246.13,61.0
17,147290.08,83778.0,31288.781,11440.49,446.62,61.1
18,262143.0,101021.0,57041.562,22927.69,497.15,61.2
19,200228.0,104104.0,34743.59,16902.1,332.52,61.2
20,172095.84,92821.0,31897.74,14493.94,376.53,61.2
21,149655.52,82928.0,23540.11,6525.56,180.93,61.3
22,208576.48,99237.0,30316.52,16697.96,326.0,61.3
23,99593.76,64025.0,21213.26,14282.88,314.59,61.3
24,25671.52,15552.0,6172.64,-3.46,52.16,61.4
25,175585.77,100094.0,40917.96,13727.55,353.71,61.4
26,146636.0,74730.0,45317.35,15466.2,516.71,61.4
27,184882.88,93771.0,43431.652,22163.03,352.08,61.4
28,224576.8,108593.0,27128.13,10347.13,273.84,61.5
29,195068.16,88692.0,74486.88,16441.92,702.52997,61.5
30,155128.95,86644.0,17139.11,16345.04,260.8,61.5
31,209739.05,100412.0,40350.52,23697.541,427.06,61.6
32,189166.88,98195.0,25797.76,15634.01,358.6,61.7
33,231268.8,110923.0,63234.96,5546.38,477.59,61.7
34,164319.69,86316.0,22393.121,8309.19,335.78,61.7
35,129075.52,74472.0,47706.48,38831.582,539.52997,61.7
36,121685.76,64487.0,36996.05,3446.1602,381.42,61.8
37,168413.28,91649.0,24239.03,13699.87,286.88,61.8
38,80584.0,55044.0,18559.44,10774.44,118.99,61.8
39,220666.88,107678.0,47882.94,10769.25,414.02,61.8
40,153819.69,87844.0,23758.09,17462.621,242.87,61.8
41,172277.28,97000.0,18178.84,6221.08,312.96,61.9
42,261245.6,116116.0,45710.06,19488.451,668.3,61.9
43,57428.0,11261.0,112813.305,423.85,598.21,62.0
44,173604.48,85733.0,56635.01,21304.951,549.31,62.0
45,212862.72,100969.0,58287.16,34361.26,581.91,62.0
46,199269.28,95284.0,42449.01,17206.58,373.27,62.1
47,120594.88,79206.0,19505.75,12435.24,202.12,62.1
48,143334.23,87525.0,32591.47,8611.94,249.39,62.2
49,195434.4,90287.0,61465.17,16549.18,495.52,62.3
50,188068.16,97223.0,35151.87,14922.98,203.75,62.4
51,155216.33,96489.0,13679.11,9406.01,198.86,62.5
52,142094.4,85228.0,24533.13,11980.25,172.78,62.5
53,141554.56,84503.0,37118.88,34556.75,236.35,62.5
54,90026.72,56695.0,21244.4,17396.88,187.45,62.6
55,146773.77,82663.0,33025.7,32451.34,373.27,62.7
56,182762.72,100424.0,28212.84,20112.98,329.26,62.8
57,97246.24,61336.0,17191.01,30659.06,298.29,62.8
58,149542.4,85772.0,26072.83,10886.89,151.59,62.8
59,169335.05,96921.0,18998.86,12314.14,286.88,62.9
60,166122.88,91681.0,27699.031,14514.7,272.21,62.9
61,156486.4,89013.0,30913.371,11826.28,415.65,63.0
62,159214.72,92976.0,23365.38,21028.15,306.44,63.0
63,82447.68,52364.0,20933.0,12990.57,132.03,63.1
64,202091.69,101725.0,42449.01,26000.17,381.42,63.2
65,101295.04,61985.0,31565.58,18099.26,358.6,63.2
66,190294.72,93754.0,23235.63,22481.35,280.36,63.3
67,161915.05,91035.0,24847.99,5849.13,198.86,63.3
68,177347.52,99180.0,26626.43,18173.65,285.25,63.4
69,176710.23,91265.0,31351.06,24296.121,383.05,63.4
70,187178.88,101438.0,32529.19,10748.49,296.66,63.5
71,194388.33,94425.0,42075.332,40753.61,321.11,63.5
72,188315.69,101176.0,43227.51,21221.91,334.15,63.5
73,109641.28,63865.0,45133.97,20808.44,332.52,63.5
74,128039.52,65730.0,31496.38,14362.46,466.18,63.5
75,178711.69,96057.0,25771.81,17763.64,158.11,63.6
76,179760.0,98817.0,27598.69,21062.75,308.07,63.6
77,207055.52,105130.0,40608.29,17099.32,285.25,63.7
78,136272.64,82218.0,29458.44,20144.121,461.29,63.7
79,171735.2,93150.0,47353.56,11206.94,443.36,63.7
80,85317.12,24840.0,168778.8,804.45,1175.23,63.7
81,219368.8,98690.0,49260.02,24332.451,490.63,63.7
82,144919.05,85049.0,27858.19,13952.45,281.99,63.8
83,259741.44,106206.0,59574.28,48111.3,534.64,63.8
84,110159.84,82408.0,10930.14,10362.7,24.45,63.8
85,186253.77,90660.0,56055.46,23739.06,518.34,63.9
86,262143.0,104156.0,149146.77,58200.66,1341.49,63.9
87,177363.2,84333.0,60449.66,5913.14,306.44,63.9
88,182593.6,98140.0,25711.26,10264.09,180.93,63.9
89,184710.4,95604.0,37155.21,16990.33,420.54,64.0
90,149036.16,88257.0,32899.41,11220.78,358.6,64.0
91,209166.72,96020.0,43900.48,10570.3,373.27,64.0
92,182700.0,86838.0,48933.05,12525.2,378.16,64.1
93,241101.28,104719.0,40030.47,65233.11,523.23,64.1
94,262143.0,96817.0,62103.54,37961.39,746.54,64.1
95,61538.4,41657.0,27742.281,190.3,197.23,64.2
96,103464.48,58893.0,43161.77,26752.72,396.09,64.2
97,198940.0,105997.0,52069.54,25085.0,573.76,64.2
98,167954.08,94432.0,29200.67,14784.58,241.24,64.3
99,46680.48,19952.0,45680.652,266.42,242.87,64.3
100,158488.95,85480.0,31833.73,19939.98,288.51,64.3
101,181885.77,97313.0,29079.57,22500.38,329.26,64.3
102,177330.72,95296.0,37625.77,18642.48,379.79,64.4
103,200221.28,105301.0,36648.32,14881.46,428.69,64.4
104,173087.05,95280.0,26922.26,16889.99,268.95,64.4
105,95160.8,62574.0,17644.27,20478.01,187.45,64.5
106,151351.2,82489.0,42644.5,19042.11,640.59,64.5
107,79291.52,13145.0,209741.75,589.93,974.74,64.5
108,115476.484,61583.0,47613.06,23420.74,448.25,64.5
109,131041.12,68248.0,34269.57,15251.68,534.64,64.6
110,133315.84,75205.0,35437.32,8087.75,410.76,64.6
111,164035.2,90628.0,29264.68,14096.04,270.58,64.6
112,89168.8,56465.0,41876.38,13324.46,360.23,64.6
113,185682.56,100004.0,22171.68,13988.78,208.64,64.7
114,165716.33,89960.0,21984.84,16353.69,309.7,64.7
115,14212.8,5068.0,29247.38,119.37,221.68,64.7
116,191612.95,101465.0,21716.69,6802.36,141.81,64.8
117,235142.88,99507.0,47706.48,25539.99,479.22,64.8
118,154768.33,87629.0,28982.69,16189.34,342.3,64.9
119,155715.84,87816.0,31610.56,12367.7705,286.88,65.0
120,20532.96,18672.0,6046.35,475.75,71.72,65.0
121,208305.44,98547.0,54515.76,19507.48,415.65,65.0
122,160732.33,93056.0,27064.121,12885.04,136.92,65.0
123,163472.95,92357.0,42976.66,16855.39,404.24,65.1
124,173074.72,99169.0,26131.65,21083.51,262.43,65.2
125,137052.16,79551.0,24678.451,11161.96,252.65,65.2
126,114695.84,60582.0,50950.23,20849.96,461.29,65.2
127,151394.88,91271.0,27489.701,9201.87,215.16,65.2
128,262143.0,117556.0,69724.19,20998.74,428.69,65.2
129,9145.92,8081.0,3700.47,249.12,322.74,65.2
130,175246.4,90228.0,45068.23,9926.74,332.52,65.2
131,196636.16,100607.0,25003.69,15153.07,202.12,65.3
132,204443.69,105408.0,30224.83,14831.29,220.05,65.3
133,86181.76,54785.0,24178.48,14115.07,503.67,65.4
134,135861.6,83197.0,19260.09,7554.91,171.15,65.4
135,189994.56,94309.0,32568.98,10087.63,237.98,65.5
136,216849.92,105993.0,40501.03,17360.55,386.31,65.6
137,166732.16,94375.0,19220.3,27548.52,286.88,65.6
138,183457.12,102407.0,29750.81,13990.51,260.8,65.6
139,152490.23,93224.0,19912.3,10061.68,184.19,65.7
140,177117.92,97069.0,34952.92,20220.24,353.71,65.7
141,162317.12,95893.0,31579.42,13668.73,260.8,65.8
142,183016.95,97357.0,34580.97,28167.86,324.37,65.9
143,8299.2,8084.0,3202.23,100.340004,236.35,65.9
144,144496.8,84890.0,20874.18,26624.701,286.88,66.0
145,80181.92,49800.0,46308.64,380.6,334.15,66.0
146,186771.2,103292.0,33816.31,11457.79,308.07,66.1
147,170591.69,100196.0,29371.94,10966.47,221.68,66.1
148,180304.33,87676.0,45836.35,24098.9,384.68,66.2
149,142521.12,78585.0,49533.36,19280.85,394.46,66.3
150,36533.28,19617.0,72623.67,122.83,669.93,66.3
151,162688.95,85045.0,38046.16,10727.73,358.6,66.3
152,238026.88,104753.0,73537.11,35594.75,534.64,66.3
153,145089.28,78550.0,21832.6,22720.09,356.97,66.4
154,241629.92,91013.0,29600.3,18254.96,296.66,66.4
155,203347.2,104644.0,53835.87,10836.72,374.9,66.4
156,186569.6,94792.0,37120.61,25943.08,389.57,66.5
157,163749.6,91046.0,36125.86,9061.74,340.67,66.5
158,175428.95,98220.0,12691.28,9181.11,177.67,66.6
159,161346.08,84696.0,30020.69,17843.22,177.67,66.6
160,162860.33,92229.0,30425.51,17398.61,228.2,66.6
161,152503.69,85748.0,20894.94,16381.37,277.1,66.7
162,131193.44,70569.0,35233.18,15339.91,461.29,66.7
163,148513.12,88852.0,29491.31,12502.71,255.91,66.8
164,110477.92,67576.0,28328.75,12878.12,332.52,66.8
165,201293.12,103376.0,27795.91,26391.15,257.54,66.8
166,142898.56,84121.0,26806.35,8255.561,169.52,66.9
167,167565.44,94656.0,20581.81,9219.17,239.61,66.9
168,162452.64,96961.0,27098.72,12670.5205,102.69,67.0
169,151250.4,75973.0,43232.7,21341.28,324.37,67.0
170,146593.44,81320.0,36144.89,20358.64,288.51,67.0
171,106374.24,67284.0,39371.34,18495.43,392.83,67.1
172,93955.68,60566.0,13492.2705,10182.78,122.25,67.1
173,153620.33,91978.0,31179.791,8836.84,166.26,67.1
174,184913.12,97729.0,33522.21,16080.351,179.3,67.1
175,172529.28,84429.0,48078.43,19388.11,632.44,67.2
176,128321.76,69948.0,53308.22,25676.66,459.66,67.2
177,178196.48,95397.0,50363.76,15969.63,534.64,67.3
