,0
0,65.53244
1,2.8575213
2,11.239573
3,-0.76200455
4,6.096038
5,43.053288
6,7.6200504
7,8.572559
8,5.524535
9,1.7145131
10,15.240098
11,44.577305
12,27.432177
13,0.5715036
14,16.002108
15,7.6200504
16,1.1430086
17,26.479671
18,24.574669
19,1.3335099
20,17.335617
21,9.715565
22,4.191028
23,9.14406
24,5.524535
25,-0.9525058
26,35.62374
27,4.000527
28,21.336142
29,4.3815303
30,0.38100258
31,3.238522
32,6.2865415
33,2.6670194
34,50.863827
35,1.1430086
36,0.38100258
37,3.8100266
38,2.2860162
39,-0.5715024
40,5.524535
41,10.096568
42,55.054848
43,1.1430086
44,18.288124
45,0.38100258
46,6.8580465
47,-0.9525058
48,4.3815303
49,5.9055376
50,107.63319
51,4.191028
52,5.715039
53,4.3815303
54,11.049077
55,0.5715036
56,3.4290247
57,14.859096
58,3.8100266
59,13.144588
60,13.906595
61,-1.3335081
62,0.5715036
63,2.2860162
64,14.09709
65,14.668594
66,19.812132
67,1.5240111
68,0.9525055
69,4.7625337
70,9.14406
71,0.19050275
72,2.0955157
73,-1.1430062
74,36.57624
75,4.191028
76,2.6670194
77,26.670177
78,-0.9525058
79,3.0480204
80,5.715039
81,-0.9525058
82,-1.1430062
83,2.6670194
84,6.4770403
85,-1.9050114
86,-1.3335081
87,10.287068
88,0.0
89,5.9055376
90,-0.76200455
91,4.3815303
92,-1.5240091
93,10.858572
94,0.9525055
95,27.622683
96,44.386803
97,13.906595
98,7.2390475
99,4.953031
100,0.19050275
101,11.239573
102,-2.0955129
103,-2.6670167
104,81.53449
105,1.1430086
106,5.9055376
107,5.3340373
108,0.19050275
109,2.4765165
110,5.9055376
111,0.0
112,1.3335099
113,1.7145131
114,3.0480204
115,4.5720296
116,2.6670194
117,-1.1430062
118,6.4770403
119,2.2860162
120,-2.0955129
121,5.524535
122,16.573612
123,-0.76200455
124,0.9525055
125,5.3340373
126,10.287068
127,-2.6670167
128,1.9050132
129,1.1430086
130,-3.2385206
131,0.38100258
132,8.001051
133,1.3335099
134,3.0480204
135,18.288124
136,8.191555
137,15.430598
138,73.34295
139,3.6195242
140,2.6670194
141,32.766216
142,15.240098
143,2.4765165
144,4.3815303
145,12.573084
146,3.6195242
147,0.9525055
148,12.573084
