,FSC-A,FSC-H,SSC-A,PE-A,APC-A,Time
0,172018.56,93184.0,24415.49,3589.75,601.47,61.3
1,262143.0,110900.0,47299.93,14666.94,1809.3,61.4
2,195540.8,100101.0,30076.05,10354.05,749.8,61.5
3,239933.12,111205.0,50976.18,13499.19,1515.9,61.5
4,181491.52,97201.0,23645.64,9521.92,935.62,61.5
5,167904.8,89693.0,25491.55,9404.28,660.15,61.6
6,180897.92,94104.0,39004.582,13061.5,1098.62,61.6
7,189394.23,100678.0,34714.18,17817.27,1308.89,61.6
8,215764.64,93618.0,39388.64,19865.59,1511.01,61.6
9,262143.0,113268.0,35487.492,29688.531,2061.95,61.7
10,256202.23,105219.0,61534.37,25534.8,1180.12,61.7
11,262143.0,110324.0,51607.63,8606.75,1497.97,61.7
12,240319.52,104761.0,59252.5,22381.01,1856.57,61.7
13,262143.0,101044.0,89842.36,34063.7,2611.26,61.7
14,262143.0,95601.0,136446.83,63324.92,3127.97,61.8
15,235913.44,99704.0,44746.45,17369.2,1727.8,61.8
16,187987.52,107792.0,32024.031,11175.8,956.81,61.8
17,170039.52,89528.0,29852.88,13705.061,1118.18,61.9
18,149117.92,83080.0,30221.371,9255.5,1013.86,61.9
19,68908.0,41264.0,30968.73,596.85004,801.96,61.9
20,262143.0,109700.0,49296.35,18564.63,1522.42,62.0
21,175104.16,81696.0,36752.12,23540.11,1401.8,62.1
22,237366.08,103933.0,28416.98,15142.69,831.3,62.1
23,262143.0,104709.0,81230.42,31056.96,4146.72,62.1
24,262143.0,111492.0,47064.652,18388.17,1230.65,62.1
25,230724.48,100729.0,53761.48,16512.85,1496.34,62.2
26,213114.72,91701.0,32046.52,10613.55,842.71,62.2
27,102072.32,57429.0,64783.312,776.77,1308.89,62.3
28,262143.0,115977.0,38456.17,18739.36,1458.85,62.3
29,171324.16,98376.0,22228.77,8214.04,743.27997,62.3
30,225373.12,88265.0,71961.08,49296.35,3245.33,62.4
31,231833.28,110886.0,47874.29,14749.98,1455.59,62.4
32,4863.04,5064.0,2193.6401,271.61002,91.28,62.4
33,199619.84,96557.0,45071.69,21983.11,1703.35,62.4
34,179385.92,90672.0,23422.47,11824.55,899.76,62.4
35,214593.12,104809.0,53062.562,17782.67,1621.85,62.5
36,175478.23,95080.0,25780.46,11743.24,845.97,62.5
37,185231.2,99721.0,22462.32,10008.05,1028.53,62.6
38,262143.0,74348.0,178491.02,14770.74,1907.1,62.7
39,198875.05,95380.0,33951.25,20445.14,1230.65,62.7
40,213410.4,97212.0,39705.23,10712.16,1483.3,62.7
41,192156.16,86874.0,87930.71,69464.69,4472.72,62.7
42,231982.23,103744.0,60036.19,26050.34,1571.32,62.7
43,262143.0,107638.0,80913.83,34930.43,3449.08,62.8
44,262143.0,109015.0,41516.54,18102.72,1222.5,62.8
45,211255.52,104001.0,27650.59,14985.26,948.66,62.8
46,217424.48,99645.0,42019.97,13436.91,1284.44,62.8
47,189001.12,106669.0,54770.07,13992.24,1282.8099,62.8
48,236211.36,107731.0,42945.52,19683.94,1442.55,62.9
49,152224.8,85232.0,40770.91,7753.86,1248.58,62.9
50,200929.12,95538.0,37887.0,13473.24,782.4,63.0
51,221882.08,99640.0,32804.26,11122.17,1028.53,63.0
52,262143.0,103408.0,75111.414,37456.23,3018.76,63.1
53,243414.08,105388.0,56474.12,18936.58,2233.1,63.1
54,164184.16,71315.0,87020.734,1577.76,2381.43,63.2
55,158481.12,91008.0,30923.75,11680.96,828.04,63.2
56,262143.0,119020.0,69070.25,32345.81,1488.19,63.2
57,216638.23,104260.0,23394.791,11449.14,1409.95,63.3
58,81124.96,62392.0,18843.16,6783.33,850.86,63.3
59,164982.72,80737.0,42731.0,18782.61,1359.42,63.3
60,229330.08,101487.0,39668.902,13009.601,1511.01,63.3
61,165799.2,94321.0,27543.33,12959.43,914.43,63.4
62,185162.88,94592.0,49116.43,15980.01,1116.55,63.4
63,191592.8,93432.0,36426.88,10871.32,852.49,63.4
64,197173.77,92809.0,57598.62,25114.41,2394.47,63.5
65,244605.77,113372.0,52500.312,17251.56,1625.11,63.5
66,209275.36,102771.0,23920.71,10315.99,725.35,63.5
67,10487.68,8110.0,14730.95,32.87,158.11,63.5
68,177309.44,99717.0,30894.34,12144.601,735.13,63.6
69,262143.0,83272.0,90048.234,25529.61,2236.36,63.6
70,243965.12,107307.0,46185.81,14694.62,1038.3099,63.6
71,262143.0,99853.0,79432.95,24636.93,2190.72,63.6
72,194265.12,95566.0,35224.53,83254.52,2070.1,63.6
73,262143.0,92801.0,128321.02,55707.73,4042.4,63.7
74,227158.4,93820.0,31902.93,22683.76,1426.25,63.8
75,262143.0,116870.0,50137.13,24074.68,1713.13,63.8
76,171413.77,90852.0,34897.56,8641.35,876.94,63.8
77,217750.4,99688.0,30653.871,7771.16,909.54,63.8
78,34634.88,33445.0,4880.33,1607.17,148.33,63.8
79,262143.0,109224.0,89543.07,62018.77,3519.17,63.9
80,32873.12,30433.0,3709.12,4228.12,145.06999,63.9
81,176451.52,87727.0,32371.76,10764.061,907.91,63.9
82,227245.77,102748.0,45751.582,15732.62,1436.03,64.0
83,262143.0,105013.0,88226.54,27417.041,3030.17,64.0
84,176750.56,92955.0,28102.121,14045.87,793.81,64.0
85,224960.97,100564.0,43504.31,11923.16,1292.59,64.1
